,pd_month,pd_date,pd_weekday,pd_time,pd_currency,pd_news,pd_impact,pd_forecast,pd_previous
0,Jul,27,Monday,00:00,JPY,Coincident Index Final,low,74.6,80.1
1,Jul,27,Monday,00:00,JPY,Leading Indicators Index,low,79.3,77.7
2,Jul,27,Monday,03:00,EUR,M3 Money Supply,low,9.0%,8.9%
3,Jul,27,Monday,03:00,EUR,Loans to Households YoY,low,2.3%,3.0%
4,Jul,27,Monday,03:00,EUR,Loans to Companies YoY,low,7.6%,7.3%
5,Jul,27,Monday,03:00,EUR,German Ifo Current Conditions,low,,81.3
6,Jul,27,Monday,03:00,EUR,German Ifo Expectations,low,,91.6*
7,Jul,27,Monday,03:00,EUR,German Ifo Business Climate,high,88.5,86.3*
8,Jul,27,Monday,05:00,EUR,French Jobseekers Total,low,"4,125.4k","4,167.4k"
9,Jul,27,Monday,05:00,EUR,French Unemployment Benefit Claims,med,-42.0k,-148.3k
10,Jul,27,Monday,05:00,EUR,German Bundesbank Monthly Report,low,,
11,Jul,27,Monday,07:30,USD,Durable Goods Orders ex Defense MoM,low,4.0%,15.2%*
12,Jul,27,Monday,07:30,USD,Core Durable Goods Orders,med,3.0%,3.6%*
13,Jul,27,Monday,07:30,USD,Durable Goods Orders,high,5.0%,15.1%*
14,Jul,27,Monday,09:30,USD,Dallas Fed Manufacturing Index,med,-16.0,-6.1
0,Jul,28,Tuesday,05:00,GBP,CBI Distributive Trades,med,-23.0,-37.0
1,Jul,28,Tuesday,07:55,USD,Redbook YoY,low,,-7.5%
2,Jul,28,Tuesday,07:55,USD,Redbook MoM,low,,1.9%
3,Jul,28,Tuesday,08:00,USD,S&P/Case-Shiller Home Price YoY,med,4.1%,3.9%*
4,Jul,28,Tuesday,08:00,USD,S&P/Case-Shiller Home Price MoM,med,0.8%,0.8%*
5,Jul,28,Tuesday,09:00,USD,Richmond Fed Manufacturing Index,low,5.0,0.0
6,Jul,28,Tuesday,09:00,USD,CB Consumer Confidence,high,95.0,98.3*
7,Jul,28,Tuesday,10:30,USD,120-Day Bill Auction,low,,
8,Jul,28,Tuesday,10:30,USD,42-Day Bill Auction,low,,0.1%
9,Jul,28,Tuesday,15:30,USD,API Crude Oil Stock Change,med,,7.54M*
10,Jul,28,Tuesday,20:30,AUD,RBA Trimmed Mean CPI QoQ,low,0.1%,0.5%
11,Jul,28,Tuesday,20:30,AUD,RBA Weighted Mean CPI YoY,low,1.2%,1.7%
12,Jul,28,Tuesday,20:30,AUD,RBA Weighted Mean CPI QoQ,low,0.1%,0.5%
13,Jul,28,Tuesday,20:30,AUD,Inflation Rate YoY,med,-0.6%,2.2%
14,Jul,28,Tuesday,20:30,AUD,Inflation Rate QoQ,med,-2.1%,0.3%
15,Jul,28,Tuesday,20:30,AUD,RBA Trimmed Mean CPI YoY,low,1.4%,1.8%
0,Jul,29,Wednesday,All Day,EUR,ECB Non-Monetary Policy Meeting,med,,
1,Jul,29,Wednesday,00:30,JPY,BoJ Amamiya Speech,med,,
2,Jul,29,Wednesday,01:00,EUR,German Import Prices MoM,low,,0.3%
3,Jul,29,Wednesday,01:00,EUR,German Germany Import Price Index,low,-6.2%,-7.0%
4,Jul,29,Wednesday,01:45,EUR,French Consumer Confidence,low,95.0,96.0*
5,Jul,29,Wednesday,03:00,CHF,Economic Sentiment Index,low,47.5,48.7
6,Jul,29,Wednesday,03:30,GBP,Mortgage Lending,med,1.6B,1.3B*
7,Jul,29,Wednesday,03:30,GBP,Net Lending to Individuals MoM,low,-1.0B,-3.3B*
8,Jul,29,Wednesday,03:30,GBP,BoE Consumer Credit,med,1.1B,-4.54B*
9,Jul,29,Wednesday,03:30,GBP,Mortgage Approvals,med,33.4k,9.27k*
10,Jul,29,Wednesday,06:00,USD,MBA Mortgage Applications,low,,4.1%
11,Jul,29,Wednesday,06:00,USD,MBA 30-Year Mortgage Rate,low,,3.2%
12,Jul,29,Wednesday,07:30,USD,Goods Trade Balance Adv,med,-72.0B,-75.3B*
13,Jul,29,Wednesday,07:30,USD,Wholesale Inventories MoM Adv,med,0.5%,-1.2%
14,Jul,29,Wednesday,09:00,USD,Pending Home Sales YoY,med,-1.0%,-5.1%
15,Jul,29,Wednesday,09:00,USD,Pending Home Sales MoM,low,15.0%,44.3%
16,Jul,29,Wednesday,09:30,USD,EIA Crude Oil Stocks Change,med,,4.89M*
17,Jul,29,Wednesday,09:30,USD,EIA Crude Oil Imports Change,low,,-0.08M*
18,Jul,29,Wednesday,09:30,USD,EIA Cushing Crude Oil Stocks Change,med,,1.38M*
19,Jul,29,Wednesday,13:00,USD,Federal Funds Rate,high,0.25%,0.25%
20,Jul,29,Wednesday,13:30,USD,Fed Press Conference,med,,
21,Jul,29,Wednesday,17:45,NZD,Building Permits MoM,low,3.0%,41.7%*
22,Jul,29,Wednesday,18:50,JPY,Foreign Bond Investment,low,,"1,065.7B"
23,Jul,29,Wednesday,18:50,JPY,Stock Investment by Foreigners,low,,67.2B
24,Jul,29,Wednesday,18:50,JPY,Retail Sales MoM,low,-3.0%,1.9%*
25,Jul,29,Wednesday,18:50,JPY,Retail Sales YoY,med,-4.0%,-12.5%*
26,Jul,29,Wednesday,18:50,JPY,Foreign Bond Investment,low,,292.2B
27,Jul,29,Wednesday,18:50,JPY,Stock Investment by Foreigners,low,,-109.9B
28,Jul,29,Wednesday,20:00,NZD,ANZ Business Confidence,low,-31.0,-34.4
29,Jul,29,Wednesday,20:30,AUD,Building Permits MoM,med,2.5%,-15.8%*
30,Jul,29,Wednesday,20:30,AUD,Export Prices QoQ,low,-2.0%,2.7%
31,Jul,29,Wednesday,20:30,AUD,Import Prices QoQ,low,-1.8%,-1.0%
0,Jul,30,Thursday,01:00,EUR,German Wholesale Price Index,med,4.2%,4.1%*
1,Jul,30,Thursday,01:45,EUR,French PPI MoM,low,0.2%,0.0%*
2,Jul,30,Thursday,02:00,CHF,KOF Leading Indicators,high,74.0,60.6*
3,Jul,30,Thursday,02:55,EUR,German Unemployment Change,med,51.0k,68.0k*
4,Jul,30,Thursday,02:55,EUR,German Unemployment Rate,med,6.6%,6.4%
5,Jul,30,Thursday,03:00,GBP,Car Production YoY,low,-54.0%,-95.4%
6,Jul,30,Thursday,03:00,EUR,German GDP Growth Rate YoY Flash,high,-11.4%,-2.3%
7,Jul,30,Thursday,03:00,EUR,German GDP Growth Rate QoQ Flash,med,-9.2%,-2.0%*
8,Jul,30,Thursday,03:00,EUR,ECB Economic Bulletin,med,,
9,Jul,30,Thursday,04:00,EUR,Consumer Inflation Expectations,low,19.0,21.6
10,Jul,30,Thursday,04:00,EUR,Consumer Confidence,med,-15.0,-14.7
11,Jul,30,Thursday,04:00,EUR,Economic Sentiment,med,79.5,75.8*
12,Jul,30,Thursday,04:00,EUR,Business Climate,high,,
13,Jul,30,Thursday,04:00,EUR,Industrial Sentiment,low,-18.0,-21.6*
14,Jul,30,Thursday,04:00,EUR,Services Sentiment,low,-23.0,-35.5*
15,Jul,30,Thursday,04:00,EUR,Unemployment Rate,med,7.8%,7.7%*
16,Jul,30,Thursday,07:00,EUR,German Harmonised Inflation Rate MoM Prel,low,-0.1%,0.7%
17,Jul,30,Thursday,07:00,EUR,German Harmonised Inflation Rate YoY Prel,low,0.4%,0.8%
18,Jul,30,Thursday,07:00,EUR,German Inflation Rate MoM Prel,low,-0.1%,0.6%
19,Jul,30,Thursday,07:00,EUR,German Inflation Rate YoY Prel,med,0.3%,0.9%
20,Jul,30,Thursday,07:30,CAD,Average Weekly Earnings YoY,low,,9.6%*
21,Jul,30,Thursday,07:30,USD,GDP Price Index QoQ Adv,med,,1.7%*
22,Jul,30,Thursday,07:30,USD,PCE Prices QoQ Adv,low,,1.3%
23,Jul,30,Thursday,07:30,USD,Core PCE Prices QoQ Adv,low,,1.6%*
24,Jul,30,Thursday,07:30,USD,GDP Growth Rate QoQ Adv,high,-33.0%,-5.0%
25,Jul,30,Thursday,07:30,USD,Jobless Claims 4-Week Average,med,"1,348.0k","1,362.0k*"
26,Jul,30,Thursday,07:30,USD,Continuing Jobless Claims,low,"16,000.0k","16,151.0k*"
27,Jul,30,Thursday,07:30,USD,Initial Jobless Claims,med,"1,400.0k","1,422.0k*"
28,Jul,30,Thursday,09:30,USD,EIA Natural Gas Stocks Change,low,,37.0Bcf
29,Jul,30,Thursday,14:00,CAD,PM Trudeau Testimony,low,,
30,Jul,30,Thursday,18:00,NZD,ANZ Roy Morgan Consumer Confidence,low,106.0,104.5
31,Jul,30,Thursday,18:30,JPY,Jobs/applications ratio,low,1.16,1.2
32,Jul,30,Thursday,18:30,JPY,Unemployment Rate,med,3.2%,2.9%
33,Jul,30,Thursday,18:50,JPY,Industrial Production MoM Prel,med,1.7%,-8.9%
34,Jul,30,Thursday,18:50,JPY,Industrial Production YoY Prel,low,-17.0%,-26.3%
35,Jul,30,Thursday,20:00,CNY,Chinese Non Manufacturing PMI,med,54.1,54.4
36,Jul,30,Thursday,20:00,CNY,Chinese NBS Manufacturing PMI,high,51.0,50.9
37,Jul,30,Thursday,20:30,AUD,Private Sector Credit MoM,low,0.1%,-0.1%
38,Jul,30,Thursday,20:30,AUD,Private Sector Credit YoY,low,3.3%,3.2%
39,Jul,30,Thursday,20:30,AUD,PPI YoY,low,-0.9%,1.3%
40,Jul,30,Thursday,20:30,AUD,PPI QoQ,med,-1.8%,0.2%
0,Jul,31,Friday,00:00,JPY,Construction Orders YoY,low,-10.0%,-6.1%
1,Jul,31,Friday,00:00,JPY,Housing Starts YoY,med,-12.0%,-12.3%
2,Jul,31,Friday,00:00,JPY,Consumer Confidence,high,26.0,28.4
3,Jul,31,Friday,00:30,EUR,French GDP Growth Rate QoQ Prel,med,-16.2%,-5.9%*
4,Jul,31,Friday,01:00,EUR,German Retail Sales MoM,med,-3.0%,12.7%*
5,Jul,31,Friday,01:00,EUR,German Retail Sales YoY,med,2.6%,3.8%
6,Jul,31,Friday,01:00,GBP,Nationwide Housing Prices YoY,med,-0.8%,-0.1%
7,Jul,31,Friday,01:00,GBP,Nationwide Housing Prices MoM,med,-0.2%,-1.6%*
8,Jul,31,Friday,01:30,CHF,Retail Sales MoM,low,-3.0%,30.3%*
9,Jul,31,Friday,01:30,CHF,Retail Sales YoY,med,1.0%,6.2%*
10,Jul,31,Friday,01:45,EUR,French Household Consumption MoM,low,3.2%,37.4%*
11,Jul,31,Friday,01:45,EUR,French Inflation Rate YoY Prel,med,0.2%,0.2%
12,Jul,31,Friday,01:45,EUR,French Inflation Rate MoM Prel,low,-0.2%,0.1%
13,Jul,31,Friday,01:45,EUR,French Harmonised Inflation Rate YoY Prel,low,0.2%,0.2%
14,Jul,31,Friday,01:45,EUR,French Harmonised Inflation Rate MoM Prel,low,-0.2%,0.1%
15,Jul,31,Friday,04:00,EUR,Core Inflation Rate YoY Flash,med,0.7%,0.8%
16,Jul,31,Friday,04:00,EUR,Inflation Rate YoY Flash,med,0.2%,0.3%
17,Jul,31,Friday,04:00,EUR,GDP Growth Rate YoY Flash,med,-14.7%,-3.1%
18,Jul,31,Friday,04:00,EUR,GDP Growth Rate QoQ Flash,med,-12.5%,-3.6%
19,Jul,31,Friday,04:00,EUR,Inflation Rate MoM Flash,med,-0.5%,0.3%
20,Jul,31,Friday,07:30,CAD,PPI YoY,low,-3.0%,-4.9%
21,Jul,31,Friday,07:30,CAD,PPI MoM,low,0.5%,1.2%
22,Jul,31,Friday,07:30,CAD,GDP MoM,med,3.0%,-11.7%*
23,Jul,31,Friday,07:30,CAD,Raw Materials Prices MoM,low,,16.4%
24,Jul,31,Friday,07:30,CAD,Raw Materials Prices YoY,low,,-24.3%
25,Jul,31,Friday,07:30,USD,Core PCE Price Index YoY,low,1.1%,1.0%
26,Jul,31,Friday,07:30,USD,Core PCE Price Index MoM,low,0.2%,0.2%*
27,Jul,31,Friday,07:30,USD,PCE Price Index MoM,med,0.4%,0.1%
28,Jul,31,Friday,07:30,USD,Core Personal Consumption Expenditure,med,0.6%,0.5%
29,Jul,31,Friday,07:30,USD,Personal Spending MoM,high,5.3%,8.5%*
30,Jul,31,Friday,07:30,USD,Personal Income,high,-0.3%,-4.4%*
31,Jul,31,Friday,07:30,USD,Employment Cost - Benefits QoQ,low,,0.4%
32,Jul,31,Friday,07:30,USD,Employment Cost - Wages QoQ,low,,0.9%
33,Jul,31,Friday,07:30,USD,Employment Cost Index QoQ,med,0.6%,0.8%
34,Jul,31,Friday,07:30,CAD,Building Permits MoM,low,6.0%,21.6%*
35,Jul,31,Friday,08:45,USD,Chicago PMI,med,42.0,36.6
36,Jul,31,Friday,09:00,USD,Michigan Inflation Expectations Final,med,3.1%,3.0%
37,Jul,31,Friday,09:00,USD,Michigan Consumer Expectations Final,med,66.2,72.3
38,Jul,31,Friday,09:00,USD,Michigan 5 Year Inflation Expectations Final,med,2.7%,2.5%
39,Jul,31,Friday,09:00,USD,Michigan Current Conditions Final,med,84.2,87.1
40,Jul,31,Friday,09:00,USD,UoM Consumer Sentiment Index,high,73.2,78.1
41,Jul,31,Friday,10:00,CAD,Budget Balance,low,-16.0B,-14.79B
42,Jul,31,Friday,10:00,CAD,Budget Balance,low,-15.0B,-42.84B
43,Jul,31,Friday,12:00,USD,Baker Hughes Oil Rig Count,low,,181.0
0,Aug,1,Saturday,All Day,CHF,Swiss National Day,low,,
0,Jul,19,Sunday,17:30,NZD,Services NZ PSI,low,39.0,37.5*
1,Jul,19,Sunday,18:50,JPY,BoJ Monetary Policy Meeting Minutes,med,,
2,Jul,19,Sunday,18:50,JPY,Imports YoY,low,,-26.2%
3,Jul,19,Sunday,18:50,JPY,Exports YoY,med,,-28.3%
4,Jul,19,Sunday,18:50,JPY,Balance of Trade,high,-40.0B,-838.2B*
5,Jul,19,Sunday,20:30,CNY,Chinese Loan Prime Rate 1Y,high,3.85%,3.85%
6,Jul,19,Sunday,20:30,CNY,Chinese Loan Prime Rate 5Y,med,4.65%,4.65%
0,Jul,20,Monday,01:00,EUR,German PPI YoY,low,-1.4%,-2.2%
1,Jul,20,Monday,01:00,EUR,German PPI MoM,med,0.4%,-0.4%
2,Jul,20,Monday,03:00,EUR,Current Account,low,12.1B,9.9B*
3,Jul,20,Monday,03:00,EUR,ECB Guindos Speech,med,,
4,Jul,20,Monday,09:30,EUR,ECB Lane Speech,low,,
5,Jul,20,Monday,18:30,JPY,Inflation Rate Ex-Food and Energy YoY,low,0.4%,0.4%
6,Jul,20,Monday,18:30,JPY,Inflation Rate MoM,low,0.1%,0.0%
7,Jul,20,Monday,18:30,JPY,Core Inflation Rate YoY,med,0.0%,-0.2%
8,Jul,20,Monday,18:30,JPY,Inflation Rate YoY,high,0.1%,0.1%
9,Jul,20,Monday,20:30,AUD,RBA Meeting Minutes,med,,
10,Jul,20,Monday,21:30,AUD,RBA Gov Lowe Speech,med,,
0,Jul,21,Tuesday,01:00,CHF,Balance of Trade,med,2.5B,2.68B*
1,Jul,21,Tuesday,01:00,GBP,GBP Public Sector Net Borrowing,low,-37.8B,-44.7B*
2,Jul,21,Tuesday,07:30,CAD,Retail Sales YoY,low,-20.0%,-31.2%*
3,Jul,21,Tuesday,07:30,CAD,Retail Sales Ex Autos MoM,low,18.0%,-20.7%*
4,Jul,21,Tuesday,07:30,CAD,Retail Sales MoM,med,19.1%,-25.0%*
5,Jul,21,Tuesday,07:30,USD,Chicago Fed National Activity Index,med,3.2,3.5*
6,Jul,21,Tuesday,07:30,CAD,New Housing Price Index YoY,med,1.3%,1.1%
7,Jul,21,Tuesday,07:30,CAD,New Housing Price Index MoM,med,0.1%,0.1%
8,Jul,21,Tuesday,07:55,USD,Redbook MoM,low,,3.0%
9,Jul,21,Tuesday,07:55,USD,Redbook YoY,low,,-5.5%
10,Jul,21,Tuesday,08:00,EUR,German Bundesbank Buch Speech,med,,
11,Jul,21,Tuesday,08:30,EUR,ECB Guindos Speech,med,,
12,Jul,21,Tuesday,09:45,NZD,Global Dairy Trade Price Index,low,,8.3%
13,Jul,21,Tuesday,15:30,USD,API Crude Oil Stock Change,med,,-8.32M*
14,Jul,21,Tuesday,19:30,AUD,Westpac Leading Index MoM,low,0.5%,0.2%
15,Jul,21,Tuesday,19:30,JPY,Jibun Bank Manufacturing PMI Flash,med,42.4,40.1
16,Jul,21,Tuesday,19:30,JPY,Jibun Bank Services PMI Flash,med,47.2,45.0
17,Jul,21,Tuesday,19:30,JPY,Jibun Bank Composite PMI Flash,low,46.4,40.8
0,Jul,22,Wednesday,06:00,USD,MBA 30-Year Mortgage Rate,low,,3.19%
1,Jul,22,Wednesday,06:00,USD,MBA Mortgage Applications,low,,5.1%
2,Jul,22,Wednesday,06:00,GBP,PM Johnson Statement to Parliament,low,,
3,Jul,22,Wednesday,07:30,CAD,Inflation Rate MoM,med,0.5%,0.3%
4,Jul,22,Wednesday,07:30,CAD,Inflation Rate YoY,high,0.3%,-0.4%
5,Jul,22,Wednesday,07:30,CAD,Core Inflation Rate YoY,med,0.9%,0.7%
6,Jul,22,Wednesday,08:00,USD,House Price Index MoM,low,0.4%,0.1%*
7,Jul,22,Wednesday,08:00,EUR,German Bundesbank Buch Speech,med,,
8,Jul,22,Wednesday,09:00,USD,Existing Home Sales MoM,med,23.0%,-9.7%
9,Jul,22,Wednesday,09:00,USD,Existing Home Sales,med,4.7M,3.91M
10,Jul,22,Wednesday,09:30,USD,EIA Crude Oil Stocks Change,med,,-7.49M*
11,Jul,22,Wednesday,09:30,USD,EIA Crude Oil Imports Change,low,,-1.98M*
12,Jul,22,Wednesday,09:30,USD,EIA Cushing Crude Oil Stocks Change,med,,0.95M*
13,Jul,22,Wednesday,10:00,EUR,ECB Guindos Speech,med,,
0,Jul,23,Thursday,All Day,JPY,Marine Day,low,,
1,Jul,23,Thursday,01:00,EUR,German GfK Consumer Confidence,high,-4.0,-9.4*
2,Jul,23,Thursday,01:45,EUR,French Business Confidence,med,83.0,78.0*
3,Jul,23,Thursday,01:45,EUR,French Business Climate Indicator,low,84.0,78.0
4,Jul,23,Thursday,04:00,EUR,ECB Guindos Speech,med,,
5,Jul,23,Thursday,05:00,GBP,CBI Industrial Trends Orders,med,-34.0,-58.0
6,Jul,23,Thursday,05:00,GBP,CBI Business Optimism Index,med,-38.0,-87.0
7,Jul,23,Thursday,06:00,GBP,BoE Haskel Speech,med,,
8,Jul,23,Thursday,07:30,USD,Initial Jobless Claims,med,"1,295.0k","1,307.0k*"
9,Jul,23,Thursday,07:30,USD,Continuing Jobless Claims,low,"17,100.0k","17,304.0k*"
10,Jul,23,Thursday,07:30,USD,Jobless Claims 4-Week Average,med,"1,328.0k","1,376.75k*"
11,Jul,23,Thursday,09:00,EUR,Consumer Confidence Flash,med,-12.0,-14.7
12,Jul,23,Thursday,09:00,USD,CB Leading Index MoM,low,2.5%,3.2%*
13,Jul,23,Thursday,09:30,USD,EIA Natural Gas Stocks Change,low,,45.0Bcf
14,Jul,23,Thursday,10:00,USD,Kansas Fed Manufacturing Index,low,5.0,2.0
15,Jul,23,Thursday,17:45,NZD,Exports,low,5.5B,5.4B*
16,Jul,23,Thursday,17:45,NZD,Imports,low,4.3B,4.11B*
17,Jul,23,Thursday,17:45,NZD,Balance of Trade,med,"1,200.0M","1,286.0M*"
18,Jul,23,Thursday,18:00,AUD,CommBank Manufacturing PMI Flash,med,54.0,51.2
19,Jul,23,Thursday,18:00,AUD,CommBank Services PMI Flash,med,53.5,53.1
20,Jul,23,Thursday,18:00,AUD,CommBank Composite PMI Flash,low,53.1,52.7*
21,Jul,23,Thursday,18:01,GBP,Gfk Consumer Confidence,high,-26.0,-30.0
0,Jul,24,Friday,All Day,JPY,Health and Sports Day,low,,
1,Jul,24,Friday,01:00,GBP,Retail Sales YoY,med,-7.0%,-12.9%*
2,Jul,24,Friday,01:00,GBP,Retail Sales MoM,med,7.4%,12.3%*
3,Jul,24,Friday,01:00,GBP,Core Retail Sales,low,6.6%,10.6%*
4,Jul,24,Friday,01:00,GBP,Core Retail Sales,low,-4.4%,-9.6%*
5,Jul,24,Friday,02:15,EUR,French Markit Composite PMI Flash,low,52.3,51.7
6,Jul,24,Friday,02:15,EUR,French Markit Services PMI Flash,low,51.8,50.7
7,Jul,24,Friday,02:15,EUR,French Markit Manufacturing PMI Flash,low,52.7,52.3
8,Jul,24,Friday,02:30,EUR,German Markit Composite PMI Flash,low,50.1,47.0
9,Jul,24,Friday,02:30,EUR,German Markit Services PMI Flash,med,50.5,47.3
10,Jul,24,Friday,02:30,EUR,German Markit Manufacturing PMI Flash,med,49.5,45.2
11,Jul,24,Friday,03:00,EUR,Markit Composite PMI Flash,low,50.7,48.5
12,Jul,24,Friday,03:00,EUR,Markit Manufacturing PMI Flash,med,49.8,47.4
13,Jul,24,Friday,03:00,EUR,Markit Services PMI Flash,med,50.8,48.3
14,Jul,24,Friday,03:30,GBP,Markit/CIPS Manufacturing PMI Flash,med,51.5,50.1
15,Jul,24,Friday,03:30,GBP,Markit/CIPS UK Services PMI Flash,med,50.5,47.1
16,Jul,24,Friday,03:30,GBP,Markit/CIPS Composite PMI Flash,low,50.7,47.7
17,Jul,24,Friday,08:45,USD,Manufacturing PMI,med,51.5,49.8
18,Jul,24,Friday,08:45,USD,Markit Composite PMI Flash,med,50.8,47.9
19,Jul,24,Friday,08:45,USD,Markit Services PMI Flash,med,50.4,47.9
20,Jul,24,Friday,09:00,USD,New Home Sales MoM,med,3.2%,19.4%*
21,Jul,24,Friday,09:00,USD,New Home Sales,med,0.68M,0.68M*
22,Jul,24,Friday,12:00,USD,Baker Hughes Oil Rig Count,low,,180.0
0,Jul,12,Sunday,17:45,NZD,Food Price Index,low,3.1%,2.9%
1,Jul,12,Sunday,23:30,JPY,Tertiary Industry Activity Index,low,3.2%,-7.7%*
0,Jul,13,Monday,01:00,EUR,German Wholesale Prices MoM,med,,-0.6%
1,Jul,13,Monday,01:00,EUR,German Wholesale Prices YoY,med,,-4.3%
2,Jul,13,Monday,04:30,EUR,ECB Panetta Speech,low,,
3,Jul,13,Monday,10:00,USD,Consumer Inflation Expectations,low,2.5%,3.0%
4,Jul,13,Monday,10:30,USD,Fed Williams Speech,med,,
5,Jul,13,Monday,10:30,GBP,BoE Gov Bailey Speech,med,,
6,Jul,13,Monday,12:00,USD,Fed Kaplan Speech,med,,
7,Jul,13,Monday,13:00,USD,Monthly Budget Statement,med,-975.0B,-399.0B
8,Jul,13,Monday,17:45,NZD,Visitor Arrivals YoY,low,-99.0%,-99.4%
9,Jul,13,Monday,20:30,AUD,NAB Business Confidence,high,-15.0,-20.0
10,Jul,13,Monday,22:00,CNY,Chinese Balance of Trade,med,60.0B,62.93B
11,Jul,13,Monday,22:00,CNY,Chinese Exports YoY,med,-1.4%,-3.3%
12,Jul,13,Monday,22:00,CNY,Chinese Imports YoY,med,-12.0%,-16.7%
13,Jul,13,Monday,23:30,JPY,Capacity Utilization Rate,low,4.5%,-13.3%
14,Jul,13,Monday,23:30,JPY,Industrial Production YoY Final,low,-25.9%,-15.0%
15,Jul,13,Monday,23:30,JPY,Industrial Production MoM Final,med,-8.4%,-9.8%
0,Jul,14,Tuesday,All Day,EUR,French Bastille Day,low,,
1,Jul,14,Tuesday,01:00,EUR,German Harmonised Inflation Rate MoM Final,low,0.7%,0.4%
2,Jul,14,Tuesday,01:00,EUR,German Harmonised Inflation Rate YoY Final,low,0.8%,0.5%
3,Jul,14,Tuesday,01:00,EUR,German Inflation Rate MoM Final,med,0.6%,-0.1%
4,Jul,14,Tuesday,01:00,EUR,German Inflation Rate YoY Final,med,0.9%,0.6%
5,Jul,14,Tuesday,01:00,GBP,GDP 3-Month Avg,med,-17.0%,-10.8%*
6,Jul,14,Tuesday,01:00,GBP,GDP MoM,low,5.1%,-20.3%*
7,Jul,14,Tuesday,01:00,GBP,Industrial Production YoY,med,-20.3%,-23.8%*
8,Jul,14,Tuesday,01:00,GBP,Industrial Production MoM,med,5.2%,-20.2%*
9,Jul,14,Tuesday,01:00,GBP,Manufacturing Production MoM,high,7.5%,-24.4%*
10,Jul,14,Tuesday,01:00,GBP,Manufacturing Production YoY,high,-22.9%,-28.2%*
11,Jul,14,Tuesday,01:00,GBP,Construction Output,med,-34.0%,-44.3%*
12,Jul,14,Tuesday,01:00,GBP,Balance of Trade,high,-0.8B,2.3B*
13,Jul,14,Tuesday,01:00,GBP,GDP YoY,low,-22.0%,-25.3%*
14,Jul,14,Tuesday,01:00,GBP,Goods Trade Balance,low,-8.7B,-4.8B*
15,Jul,14,Tuesday,01:30,CHF,Producer & Import Prices YoY,low,-3.7%,-4.5%
16,Jul,14,Tuesday,01:30,CHF,Producer & Import Prices MoM,low,0.3%,-0.5%
17,Jul,14,Tuesday,03:00,EUR,ECB Bank Lending Survey,med,,
18,Jul,14,Tuesday,04:00,EUR,Industrial Production,med,-20.2%,-28.7%*
19,Jul,14,Tuesday,04:00,EUR,Industrial Production,med,10.7%,-18.2%*
20,Jul,14,Tuesday,04:00,EUR,ZEW Economic Sentiment Index,med,51.0,58.6
21,Jul,14,Tuesday,04:00,EUR,German ZEW Current Conditions,med,-60.0,-83.1
22,Jul,14,Tuesday,04:00,EUR,German ZEW Economic Sentiment Index,med,61.0,63.4
23,Jul,14,Tuesday,05:00,USD,NFIB Business Optimism Index,low,92.0,94.4
24,Jul,14,Tuesday,07:30,USD,Inflation Rate MoM,med,0.4%,-0.1%
25,Jul,14,Tuesday,07:30,USD,Inflation Rate YoY,high,0.5%,0.1%
26,Jul,14,Tuesday,07:30,USD,Core Inflation Rate YoY,high,1.2%,1.2%
27,Jul,14,Tuesday,07:30,USD,Core Inflation Rate MoM,med,0.2%,-0.1%
28,Jul,14,Tuesday,07:55,USD,Redbook YoY,low,,-6.9%
29,Jul,14,Tuesday,07:55,USD,Redbook MoM,low,,-0.6%
30,Jul,14,Tuesday,08:00,GBP,NIESR Monthly GDP Tracker,low,-20.0%,-19.1%*
31,Jul,14,Tuesday,08:30,CHF,SNB Chair Jordan Speech,med,,
32,Jul,14,Tuesday,13:00,USD,Fed Brainard Speech,med,,
33,Jul,14,Tuesday,13:00,USD,Fed Brainard Speech,med,,
34,Jul,14,Tuesday,13:30,USD,Fed Bullard Speech,med,,
35,Jul,14,Tuesday,15:30,USD,API Crude Oil Stock Change,med,,2.0M
36,Jul,14,Tuesday,18:00,JPY,Reuters Tankan Index,low,-40.0,-46.0
37,Jul,14,Tuesday,19:00,AUD,HIA New Home Sales MoM,med,-1.5%,-4.2%
38,Jul,14,Tuesday,19:30,AUD,Westpac Consumer Confidence Index,high,96.0,93.7
39,Jul,14,Tuesday,19:30,AUD,Westpac Consumer Confidence Change,high,2.5%,6.3%
40,Jul,14,Tuesday,22:00,JPY,BoJ Interest Rate Decision,med,-0.1%,-0.1%
41,Jul,14,Tuesday,22:00,JPY,BoJ Quarterly Outlook Report,med,,
0,Jul,15,Wednesday,01:00,GBP,PPI Core Output MoM,low,,0.0%
1,Jul,15,Wednesday,01:00,GBP,PPI Output,low,,0.6%
2,Jul,15,Wednesday,01:00,GBP,PPI Input YoY,low,,-9.4%*
3,Jul,15,Wednesday,01:00,GBP,PPI Input MoM,low,,0.9%*
4,Jul,15,Wednesday,01:00,GBP,PPI Output YoY,low,-1.3%,-1.2%*
5,Jul,15,Wednesday,01:00,GBP,PPI Output MoM,low,0.0%,-0.2%*
6,Jul,15,Wednesday,01:00,GBP,Inflation Rate MoM,med,0.1%,0.0%
7,Jul,15,Wednesday,01:00,GBP,Core Inflation Rate YoY,med,1.3%,1.2%
8,Jul,15,Wednesday,01:00,GBP,Inflation Rate YoY,high,0.6%,0.5%
9,Jul,15,Wednesday,01:00,GBP,Core Inflation Rate MoM,low,0.0%,0.0%
10,Jul,15,Wednesday,01:00,GBP,Retail Price Index YoY,low,1.0%,1.0%
