,pd_year,pd_month,pd_date,pd_weekday,pd_time,pd_currency,pd_news,pd_impact,pd_forecast,pd_previous
22,2021,Jan,15,Friday,07:30,USD,Retail Sales Ex Autos MoM,med,0.1%,-0.9%
23,2021,Jan,15,Friday,07:30,USD,Retail Sales MoM,high,0.2%,-1.1%
24,2021,Jan,15,Friday,08:00,GBP,NIESR Monthly GDP Tracker,low,-2.0%,1.5%
25,2021,Jan,15,Friday,08:15,USD,Capacity Utilization Rate,low,73.2%,73.3%
26,2021,Jan,15,Friday,08:15,USD,Manufacturing Production YoY,low,-3.4%,-3.7%
27,2021,Jan,15,Friday,08:15,USD,Industrial Production YoY,med,-4.6%,-5.5%
28,2021,Jan,15,Friday,08:15,USD,Industrial Production,med,0.2%,0.4%
29,2021,Jan,15,Friday,08:15,USD,Manufacturing Production MoM,low,0.3%,0.8%
30,2021,Jan,15,Friday,09:00,USD,Business Inventories MoM,med,0.3%,0.7%
31,2021,Jan,15,Friday,09:00,USD,Michigan Current Conditions Prel,med,92.5,90.0
32,2021,Jan,15,Friday,09:00,USD,Michigan Consumer Sentiment Prel,med,82.5,80.7
33,2021,Jan,15,Friday,09:00,USD,Michigan Inflation Expectations Prel,med,2.1%,2.5%
34,2021,Jan,15,Friday,09:00,USD,Michigan Consumer Expectations Prel,med,75.1,74.6
35,2021,Jan,15,Friday,09:00,USD,Michigan 5 Year Inflation Expectations Prel,med,2.3%,2.5%
36,2021,Jan,15,Friday,12:00,USD,Baker Hughes Oil Rig Count,low,,
37,2021,Jan,15,Friday,12:00,USD,Baker Hughes Total Rig Count,low,,
38,2021,Jan,15,Friday,18:30,AUD,Investment Lending for Homes,med,,
39,2021,Jan,15,Friday,18:30,AUD,Home Loans MoM,med,,
0,2021,Jan,16,Saturday,15:30,NZD,Business NZ PMI,med,,
0,2021,Jan,17,Sunday,17:00,JPY,Reuters Tankan Index,low,-8.0,-9.0
1,2021,Jan,17,Sunday,20:00,CNY,Chinese Industrial Production YoY,med,7.1%,7.0%
2,2021,Jan,17,Sunday,20:00,CNY,Chinese Retail Sales YoY,med,5.1%,5.0%
3,2021,Jan,17,Sunday,20:00,CNY,Chinese GDP Growth Rate YoY,med,5.6%,4.9%
4,2021,Jan,17,Sunday,20:00,CNY,Chinese GDP Growth Rate QoQ,med,1.6%,2.7%
5,2021,Jan,17,Sunday,20:00,CNY,Chinese Fixed Asset Investment (YTD) YoY,med,3.2%,2.6%
6,2021,Jan,17,Sunday,20:00,CNY,Chinese Industrial Capacity Utilization,low,76.9%,76.7%
7,2021,Jan,17,Sunday,20:00,CNY,Chinese NBS Press Conference,med,,
8,2021,Jan,17,Sunday,20:00,CNY,Chinese Unemployment Rate,med,,5.2%
9,2021,Jan,17,Sunday,22:30,JPY,Capacity Utilization Rate,low,2.5%,6.0%
10,2021,Jan,17,Sunday,22:30,JPY,Industrial Production YoY Final,low,-3.4%,-3.0%
11,2021,Jan,17,Sunday,22:30,JPY,Industrial Production MoM Final,med,0.0%,4.0%
0,2021,Jan,18,Monday,07:15,CAD,Housing Starts,med,,246.0k
1,2021,Jan,18,Monday,07:30,CAD,Foreign Securities Purchases,low,,6.9B
2,2021,Jan,18,Monday,07:30,CAD,Foreign Securities Purchases by Canadians,low,,8.0B
3,2021,Jan,18,Monday,08:00,EUR,French 12-Month BTF Auction,low,,
4,2021,Jan,18,Monday,08:00,EUR,French 6-Month BTF Auction,low,,
5,2021,Jan,18,Monday,08:00,EUR,French 3-Month BTF Auction,low,,
6,2021,Jan,18,Monday,10:30,USD,3-Month Bill Auction,low,,
7,2021,Jan,18,Monday,10:30,USD,6-Month Bill Auction,low,,
8,2021,Jan,18,Monday,15:00,NZD,NZIER Capacity Utilization,low,,92.6%
9,2021,Jan,18,Monday,15:00,NZD,NZIER Business Confidence,low,,-40.0%
10,2021,Jan,18,Monday,15:45,NZD,Electronic Retail Card Spending YoY,low,,1.4%
11,2021,Jan,18,Monday,15:45,NZD,Electronic Card Retail Sales,low,,0.1%
12,2021,Jan,18,Monday,18:00,AUD,HIA New Home Sales MoM,med,,15.2%
0,2021,Jan,19,Tuesday,01:00,GBP,Labour Productivity QoQ Final,low,5.2%,-2.0%
1,2021,Jan,19,Tuesday,01:00,EUR,German Wholesale Prices MoM,med,0.3%,0.1%
2,2021,Jan,19,Tuesday,01:00,EUR,German Wholesale Prices YoY,med,-1.4%,-1.7%
3,2021,Jan,19,Tuesday,01:00,EUR,German Inflation Rate MoM Final,med,,-0.8%
4,2021,Jan,19,Tuesday,01:00,EUR,German Harmonised Inflation Rate YoY Final,low,,-0.7%
5,2021,Jan,19,Tuesday,01:00,EUR,German Harmonised Inflation Rate MoM Final,low,,-1.0%
6,2021,Jan,19,Tuesday,01:00,EUR,German Inflation Rate YoY Final,med,,-0.3%
7,2021,Jan,19,Tuesday,01:30,CHF,Producer & Import Prices YoY,low,-2.5%,-2.7%
8,2021,Jan,19,Tuesday,01:30,CHF,Producer & Import Prices MoM,low,0.3%,-0.1%
9,2021,Jan,19,Tuesday,03:00,EUR,Current Account,low,29.0B,34.1B
10,2021,Jan,19,Tuesday,04:00,EUR,Construction Output YoY,med,-1.6%,-1.4%
11,2021,Jan,19,Tuesday,04:00,EUR,ZEW Economic Sentiment Index,med,50.0,54.4
12,2021,Jan,19,Tuesday,04:00,EUR,German ZEW Current Conditions,med,-54.0,-66.5
13,2021,Jan,19,Tuesday,04:00,EUR,German ZEW Economic Sentiment Index,med,60.0,55.0
14,2021,Jan,19,Tuesday,07:30,CAD,New Motor Vehicle Sales,low,,159.0k
15,2021,Jan,19,Tuesday,07:30,CAD,Manufacturing Sales,low,,0.3%
16,2021,Jan,19,Tuesday,07:30,CAD,Wholesale Sales MoM Final,low,1.0%,1.0%
17,2021,Jan,19,Tuesday,07:55,USD,Redbook YoY,low,,
18,2021,Jan,19,Tuesday,07:55,USD,Redbook MoM,low,,
19,2021,Jan,19,Tuesday,08:30,NZD,Global Dairy Trade Price Index,low,,
20,2021,Jan,19,Tuesday,10:30,USD,8-Week Bill Auction,low,,
21,2021,Jan,19,Tuesday,10:30,USD,4-Week Bill Auction,low,,
22,2021,Jan,19,Tuesday,15:00,USD,Foreign Bond Investment,med,,
23,2021,Jan,19,Tuesday,15:00,USD,TIC Net Long-Term Transactions,med,,
24,2021,Jan,19,Tuesday,15:00,USD,Overall Net Capital Flows,med,,-10.4B
25,2021,Jan,19,Tuesday,19:30,CNY,Chinese Loan Prime Rate 1Y,high,,3.85%
26,2021,Jan,19,Tuesday,19:30,CNY,Chinese Loan Prime Rate 5Y,med,,4.65%
0,2021,Jan,20,Wednesday,01:00,GBP,Retail Price Index YoY,low,1.0%,0.9%
1,2021,Jan,20,Wednesday,01:00,GBP,Retail Price Index MoM,low,0.1%,-0.3%
2,2021,Jan,20,Wednesday,01:00,GBP,PPI Input YoY,low,,-0.5%
3,2021,Jan,20,Wednesday,01:00,GBP,PPI Input MoM,low,,0.2%
4,2021,Jan,20,Wednesday,01:00,GBP,PPI Output YoY,low,-0.7%,-0.8%
5,2021,Jan,20,Wednesday,01:00,GBP,PPI Output MoM,low,0.1%,0.2%
6,2021,Jan,20,Wednesday,01:00,GBP,Inflation Rate MoM,med,0.1%,-0.1%
7,2021,Jan,20,Wednesday,01:00,GBP,Core Inflation Rate YoY,med,1.3%,1.1%
8,2021,Jan,20,Wednesday,01:00,GBP,Inflation Rate YoY,high,0.5%,0.3%
9,2021,Jan,20,Wednesday,01:00,GBP,Core Inflation Rate MoM,low,0.1%,-0.1%
10,2021,Jan,20,Wednesday,01:00,GBP,PPI Output,low,1.1%,0.9%
11,2021,Jan,20,Wednesday,01:00,GBP,PPI Core Output MoM,low,0.1%,0.0%
12,2021,Jan,20,Wednesday,01:00,EUR,German PPI YoY,low,-0.5%,-0.5%
13,2021,Jan,20,Wednesday,01:00,EUR,German PPI MoM,med,0.1%,0.2%
14,2021,Jan,20,Wednesday,04:00,EUR,Core Inflation Rate YoY Final,med,0.1%,
15,2021,Jan,20,Wednesday,04:00,EUR,Inflation Rate YoY Final,med,-0.4%,
16,2021,Jan,20,Wednesday,04:00,EUR,Inflation Rate MoM Final,low,0.2%,
17,2021,Jan,20,Wednesday,05:00,GBP,CBI Business Optimism Index,med,-8.0,0.0
18,2021,Jan,20,Wednesday,05:00,GBP,CBI Industrial Trends Orders,med,-30.0,-25.0
19,2021,Jan,20,Wednesday,06:00,USD,MBA Mortgage Applications,low,,
20,2021,Jan,20,Wednesday,06:00,USD,MBA 30-Year Mortgage Rate,low,,
21,2021,Jan,20,Wednesday,07:30,CAD,Inflation Rate MoM,med,,0.1%
22,2021,Jan,20,Wednesday,07:30,CAD,Core Inflation Rate YoY,med,,1.5%
23,2021,Jan,20,Wednesday,07:30,CAD,Inflation Rate YoY,high,,1.0%
24,2021,Jan,20,Wednesday,09:00,USD,NAHB Housing Market Index,med,84.0,86.0
25,2021,Jan,20,Wednesday,09:00,CAD,BoC Interest Rate Decision,med,0.25%,0.25%
26,2021,Jan,20,Wednesday,09:00,CAD,BoC Monetary Policy Report,med,,
27,2021,Jan,20,Wednesday,12:00,USD,20-Year Bond Auction,low,,
28,2021,Jan,20,Wednesday,15:30,USD,API Crude Oil Stock Change,med,,
29,2021,Jan,20,Wednesday,15:45,NZD,Visitor Arrivals YoY,low,,-96.8%
30,2021,Jan,20,Wednesday,16:30,NZD,Services NZ PSI,low,,
31,2021,Jan,20,Wednesday,17:50,JPY,Stock Investment by Foreigners,low,,
32,2021,Jan,20,Wednesday,17:50,JPY,Foreign Bond Investment,low,,
33,2021,Jan,20,Wednesday,17:50,JPY,Imports YoY,low,,-11.1%
34,2021,Jan,20,Wednesday,17:50,JPY,Exports YoY,med,,-4.2%
35,2021,Jan,20,Wednesday,17:50,JPY,Balance of Trade,high,200.0B,366.8B
36,2021,Jan,20,Wednesday,18:00,AUD,Consumer Inflation Expectations,low,,3.5%
37,2021,Jan,20,Wednesday,18:30,AUD,Part Time Employment Chg,med,,5.8k
38,2021,Jan,20,Wednesday,18:30,AUD,Participation Rate,low,,66.1%
39,2021,Jan,20,Wednesday,18:30,AUD,Full Time Employment Chg,med,,
40,2021,Jan,20,Wednesday,18:30,AUD,Unemployment Rate,med,7.0%,6.8%
41,2021,Jan,20,Wednesday,18:30,AUD,Employment Change,med,,90.0k
42,2021,Jan,20,Wednesday,21:00,JPY,BoJ Interest Rate Decision,med,-0.1%,-0.1%
43,2021,Jan,20,Wednesday,21:00,JPY,BoJ Quarterly Outlook Report,med,,
0,2021,Jan,21,Thursday,01:45,EUR,French Business Confidence,med,95.0,93.0
1,2021,Jan,21,Thursday,01:45,EUR,French Business Climate Indicator,low,88.0,91.5
2,2021,Jan,21,Thursday,06:45,EUR,Marginal Lending Rate,med,0.25%,0.25%
3,2021,Jan,21,Thursday,06:45,EUR,Deposit Facility Rate,med,-0.5%,-0.5%
4,2021,Jan,21,Thursday,06:45,EUR,ECB Interest Rate Decision,med,0.0%,0.0%
5,2021,Jan,21,Thursday,07:30,CAD,ADP Employment Change,med,,40.8k
6,2021,Jan,21,Thursday,07:30,USD,Philadelphia Fed Manufacturing Index,med,28.0,11.1
7,2021,Jan,21,Thursday,07:30,USD,Building Permits MoM,med,0.1%,5.9%*
8,2021,Jan,21,Thursday,07:30,USD,Housing Starts MoM,med,0.2%,1.2%
9,2021,Jan,21,Thursday,07:30,USD,Housing Starts,med,1.55M,1.55M*
10,2021,Jan,21,Thursday,07:30,USD,Building Permits,med,1.64M,1.64M*
11,2021,Jan,21,Thursday,07:30,USD,Continuing Jobless Claims,low,"3,840.0k",
12,2021,Jan,21,Thursday,07:30,USD,Jobless Claims 4-week Average,med,,
13,2021,Jan,21,Thursday,07:30,USD,Initial Jobless Claims,med,750.0k,
14,2021,Jan,21,Thursday,07:30,CAD,New Housing Price Index YoY,med,,4.6%*
15,2021,Jan,21,Thursday,07:30,CAD,New Housing Price Index MoM,med,,0.6%*
16,2021,Jan,21,Thursday,07:30,EUR,ECB Press Conference,med,,
17,2021,Jan,21,Thursday,08:40,NZD,Global Dairy Trade Price Index,low,,
18,2021,Jan,21,Thursday,09:00,EUR,Consumer Confidence Flash,med,-16.0,
19,2021,Jan,21,Thursday,12:00,USD,10-Year TIPS Auction,low,,
20,2021,Jan,21,Thursday,15:30,NZD,Business NZ PM,med,53.7,55.3
21,2021,Jan,21,Thursday,15:45,NZD,Inflation Rate QoQ,med,,0.7%
22,2021,Jan,21,Thursday,15:45,NZD,Inflation Rate YoY,low,1.1%,1.4%
23,2021,Jan,21,Thursday,16:00,AUD,Markit Services PMI Flash,med,56.5,
24,2021,Jan,21,Thursday,16:00,AUD,AIG Manufacturing Index,med,55.1,55.7
25,2021,Jan,21,Thursday,16:00,AUD,Markit Composite PMI Flash,low,56.2,
26,2021,Jan,21,Thursday,17:30,JPY,Core Inflation Rate YoY,med,-0.7%,-0.9%
27,2021,Jan,21,Thursday,17:30,JPY,Inflation Rate Ex-Food and Energy YoY,low,-0.1%,-0.3%
28,2021,Jan,21,Thursday,17:30,JPY,Inflation Rate MoM,low,0.1%,-0.4%
29,2021,Jan,21,Thursday,17:30,JPY,Inflation Rate YoY,high,-0.3%,-0.9%
30,2021,Jan,21,Thursday,18:01,GBP,Gfk Consumer Confidence,high,-27.0,-26.0
31,2021,Jan,21,Thursday,18:30,JPY,Jibun Bank Manufacturing PMI Flash,med,50.9,50.0
32,2021,Jan,21,Thursday,18:30,JPY,Jibun Bank Services PMI Flash,med,49.5,
33,2021,Jan,21,Thursday,18:30,JPY,Jibun Bank Composite PMI Flash,low,50.2,
0,2021,Jan,22,Friday,01:00,GBP,Retail Sales MoM,med,1.5%,-3.8%
1,2021,Jan,22,Friday,01:00,GBP,Retail Sales YoY,med,3.6%,2.4%
2,2021,Jan,22,Friday,01:00,GBP,Core Retail Sales,low,1.0%,-2.6%
3,2021,Jan,22,Friday,01:00,GBP,Core Retail Sales,low,4.8%,5.6%
4,2021,Jan,22,Friday,01:00,GBP,GBP Public Sector Net Borrowing,low,-28.8B,
5,2021,Jan,22,Friday,02:15,EUR,French Markit Composite PMI Flash,low,50.8,
6,2021,Jan,22,Friday,02:15,EUR,French Markit Manufacturing PMI Flash,low,52.0,51.1
7,2021,Jan,22,Friday,02:15,EUR,French Markit Services PMI Flash,low,50.5,
8,2021,Jan,22,Friday,02:30,EUR,German Markit Composite PMI Flash,low,51.5,
9,2021,Jan,22,Friday,02:30,EUR,German Markit Services PMI Flash,med,51.2,
10,2021,Jan,22,Friday,02:30,EUR,German Markit Manufacturing PMI Flash,med,58.0,58.3
11,2021,Jan,22,Friday,03:00,EUR,Markit Composite PMI Flash,low,52.0,
12,2021,Jan,22,Friday,03:00,EUR,Markit Manufacturing PMI Flash,med,55.0,55.2
13,2021,Jan,22,Friday,03:00,EUR,Markit Services PMI Flash,med,51.0,
14,2021,Jan,22,Friday,03:30,GBP,Markit/CIPS Composite PMI Flash,low,52.6,
15,2021,Jan,22,Friday,03:30,GBP,Markit/CIPS Manufacturing PMI Flash,med,56.4,57.5
16,2021,Jan,22,Friday,03:30,GBP,Markit/CIPS UK Services PMI Flash,med,52.5,
17,2021,Jan,22,Friday,07:30,CAD,Retail Sales MoM,med,0.1%,0.4%
18,2021,Jan,22,Friday,07:30,CAD,Retail Sales YoY,low,,7.5%
19,2021,Jan,22,Friday,07:30,CAD,Retail Sales Ex Autos MoM,low,0.0%,0.0%
20,2021,Jan,22,Friday,08:45,USD,Markit Services PMI Flash,med,54.3,
21,2021,Jan,22,Friday,08:45,USD,Markit Composite PMI Flash,med,55.9,
22,2021,Jan,22,Friday,08:45,USD,Manufacturing PMI,med,54.2,57.1
23,2021,Jan,22,Friday,09:00,USD,Existing Home Sales MoM,med,-1.0%,-2.5%
24,2021,Jan,22,Friday,09:00,USD,Existing Home Sales,med,6.62M,6.69M
25,2021,Jan,22,Friday,09:30,USD,EIA Natural Gas Stocks Change,low,,
26,2021,Jan,22,Friday,10:00,USD,EIA Distillate Fuel Production Change,low,,
27,2021,Jan,22,Friday,10:00,USD,EIA Distillate Stocks Change,med,,
28,2021,Jan,22,Friday,10:00,USD,EIA Gasoline Production Change,low,,
29,2021,Jan,22,Friday,10:00,USD,EIA Crude Oil Imports Change,low,,
30,2021,Jan,22,Friday,10:00,USD,EIA Cushing Crude Oil Stocks Change,med,,
31,2021,Jan,22,Friday,10:00,USD,EIA Crude Oil Stocks Change,med,,
32,2021,Jan,22,Friday,10:00,USD,EIA Gasoline Stocks Change,med,,
33,2021,Jan,22,Friday,10:00,USD,EIA Refinery Crude Runs Change,low,,
34,2021,Jan,22,Friday,10:00,USD,EIA Heating Oil Stocks Change,low,,
35,2021,Jan,22,Friday,12:00,USD,Baker Hughes Oil Rig Count,low,,
36,2021,Jan,22,Friday,12:00,USD,Baker Hughes Total Rig Count,low,,
37,2021,Jan,22,Friday,22:30,JPY,All Industry Activity Index,low,,
0,2021,Jan,25,Monday,03:00,EUR,German Ifo Current Conditions,low,93.6,91.3
1,2021,Jan,25,Monday,03:00,EUR,German Ifo Expectations,low,94.7,92.8
2,2021,Jan,25,Monday,03:00,EUR,German Ifo Business Climate,high,94.0,92.1
3,2021,Jan,25,Monday,05:00,GBP,CBI Distributive Trades,med,-30.0,-3.0
4,2021,Jan,25,Monday,07:30,USD,Chicago Fed National Activity Index,med,0.1,0.27
5,2021,Jan,25,Monday,08:00,EUR,French 3-Month BTF Auction,low,,
6,2021,Jan,25,Monday,08:00,EUR,French 6-Month BTF Auction,low,,
7,2021,Jan,25,Monday,08:00,EUR,French 12-Month BTF Auction,low,,
8,2021,Jan,25,Monday,09:30,USD,Dallas Fed Manufacturing Index,med,14.0,9.7
9,2021,Jan,25,Monday,10:30,USD,3-Month Bill Auction,low,,
10,2021,Jan,25,Monday,10:30,USD,6-Month Bill Auction,low,,
11,2021,Jan,25,Monday,12:00,USD,2-Year Note Auction,low,,
12,2021,Jan,25,Monday,15:30,NZD,Services NZ PSI,low,50.5,46.7
13,2021,Jan,25,Monday,17:50,JPY,BoJ Monetary Policy Meeting Minutes,med,,
14,2021,Jan,25,Monday,20:00,NZD,Credit Card Spending YoY,low,,
0,2021,Jan,26,Tuesday,01:00,GBP,Employment Change,med,-160.0k,-144.0k
1,2021,Jan,26,Tuesday,01:00,GBP,Average Earnings excl. Bonus,med,2.0%,2.8%
2,2021,Jan,26,Tuesday,01:00,GBP,Average Earnings Index,med,1.2%,2.7%
3,2021,Jan,26,Tuesday,01:00,GBP,Claimant Count Change,high,86.3k,64.3k
4,2021,Jan,26,Tuesday,01:00,GBP,Unemployment Rate,med,5.1%,4.9%
5,2021,Jan,26,Tuesday,07:55,USD,Redbook YoY,low,,
6,2021,Jan,26,Tuesday,07:55,USD,Redbook MoM,low,,
7,2021,Jan,26,Tuesday,08:00,USD,House Price Index MoM,low,1.4%,1.5%
8,2021,Jan,26,Tuesday,08:00,USD,S&P/Case-Shiller Home Price YoY,med,7.6%,7.9%
9,2021,Jan,26,Tuesday,08:00,USD,S&P/Case-Shiller Home Price MoM,med,0.4%,1.3%
10,2021,Jan,26,Tuesday,08:00,USD,House Price Index YoY,low,9.6%,10.2%
11,2021,Jan,26,Tuesday,09:00,USD,Richmond Fed Manufacturing Index,low,19.0,19.0
12,2021,Jan,26,Tuesday,09:00,USD,CB Consumer Confidence,high,,
13,2021,Jan,26,Tuesday,10:30,USD,8-Week Bill Auction,low,,
14,2021,Jan,26,Tuesday,10:30,USD,4-Week Bill Auction,low,,
15,2021,Jan,26,Tuesday,12:00,USD,5-Year Note Auction,low,,
16,2021,Jan,26,Tuesday,12:00,USD,52-Week Bill Auction,low,,
17,2021,Jan,26,Tuesday,15:30,USD,API Crude Oil Stock Change,med,,
18,2021,Jan,26,Tuesday,18:30,AUD,NAB Business Confidence,high,,12.0
19,2021,Jan,26,Tuesday,18:30,AUD,RBA Weighted Mean CPI YoY,med,,
20,2021,Jan,26,Tuesday,18:30,AUD,RBA Weighted Mean CPI QoQ,med,,
21,2021,Jan,26,Tuesday,18:30,AUD,RBA Trimmed Mean CPI YoY,low,,1.2%
22,2021,Jan,26,Tuesday,18:30,AUD,Inflation Rate YoY,med,0.8%,0.7%
23,2021,Jan,26,Tuesday,18:30,AUD,Inflation Rate QoQ,med,0.8%,1.6%
24,2021,Jan,26,Tuesday,18:30,AUD,RBA Trimmed Mean CPI QoQ,med,,
25,2021,Jan,26,Tuesday,19:30,CNY,Chinese Industrial Profits (YTD) YoY,low,3.2%,2.4%
26,2021,Jan,26,Tuesday,23:00,JPY,Leading Indicators Index,low,93.2,94.3
27,2021,Jan,26,Tuesday,23:00,JPY,Coincident Index Final,low,92.5,89.4
0,2021,Jan,27,Wednesday,01:00,EUR,German GfK Consumer Confidence,high,-1.0,-7.3
1,2021,Jan,27,Wednesday,01:45,EUR,French Consumer Confidence,low,95.0,
2,2021,Jan,27,Wednesday,03:30,GBP,UK Finance Mortgage Approvals,med,,
3,2021,Jan,27,Wednesday,05:00,EUR,French Jobseekers Total,low,"3,611.3k","3,586.3k"
4,2021,Jan,27,Wednesday,05:00,EUR,French Unemployment Benefit Claims,med,25.0k,36.6k
5,2021,Jan,27,Wednesday,06:00,USD,MBA Mortgage Applications,low,,
6,2021,Jan,27,Wednesday,06:00,USD,MBA 30-Year Mortgage Rate,low,,
7,2021,Jan,27,Wednesday,07:30,USD,Durable Goods Orders ex Defense MoM,low,0.3%,0.7%
8,2021,Jan,27,Wednesday,07:30,USD,Core Durable Goods Orders,med,0.6%,0.4%
9,2021,Jan,27,Wednesday,07:30,USD,Durable Goods Orders,high,0.4%,0.9%
10,2021,Jan,27,Wednesday,09:30,USD,EIA Distillate Fuel Production Change,low,,
11,2021,Jan,27,Wednesday,09:30,USD,EIA Distillate Stocks Change,med,,
12,2021,Jan,27,Wednesday,09:30,USD,EIA Gasoline Production Change,low,,
13,2021,Jan,27,Wednesday,09:30,USD,EIA Crude Oil Imports Change,low,,
14,2021,Jan,27,Wednesday,09:30,USD,EIA Cushing Crude Oil Stocks Change,med,,
15,2021,Jan,27,Wednesday,09:30,USD,EIA Crude Oil Stocks Change,med,,
16,2021,Jan,27,Wednesday,09:30,USD,EIA Gasoline Stocks Change,med,,
17,2021,Jan,27,Wednesday,09:30,USD,EIA Heating Oil Stocks Change,low,,
18,2021,Jan,27,Wednesday,09:30,USD,EIA Refinery Crude Runs Change,low,,
19,2021,Jan,27,Wednesday,12:00,USD,2-Year FRN Auction,low,,
20,2021,Jan,27,Wednesday,13:00,USD,Federal Funds Rate,med,0.25%,0.25%
21,2021,Jan,27,Wednesday,13:30,USD,Fed Press Conference,med,,
22,2021,Jan,27,Wednesday,15:45,NZD,Exports,low,,5.2B
23,2021,Jan,27,Wednesday,15:45,NZD,Imports,low,,4.95B
24,2021,Jan,27,Wednesday,15:45,NZD,Balance of Trade,med,150.0M,252.0M
25,2021,Jan,27,Wednesday,17:50,JPY,Stock Investment by Foreigners,low,,
26,2021,Jan,27,Wednesday,17:50,JPY,Foreign Bond Investment,low,,
27,2021,Jan,27,Wednesday,17:50,JPY,Retail Sales MoM,low,0.6%,-2.0%
28,2021,Jan,27,Wednesday,17:50,JPY,Retail Sales YoY,med,7.6%,
29,2021,Jan,27,Wednesday,18:30,AUD,Export Prices QoQ,low,,
30,2021,Jan,27,Wednesday,18:30,AUD,Import Prices QoQ,low,,
0,2021,Jan,28,Thursday,01:00,CHF,Balance of Trade,med,2.7B,3.1B
1,2021,Jan,28,Thursday,03:00,GBP,Car Production YoY,low,-36.0%,-1.4%
2,2021,Jan,28,Thursday,04:00,EUR,Economic Sentiment,med,86.2,
3,2021,Jan,28,Thursday,04:00,EUR,Consumer Inflation Expectations,low,16.6,
4,2021,Jan,28,Thursday,04:00,EUR,Consumer Confidence,med,-16.0,
5,2021,Jan,28,Thursday,04:00,EUR,Industrial Sentiment,low,-9.0,
6,2021,Jan,28,Thursday,04:00,EUR,Services Sentiment,low,-18.0,
7,2021,Jan,28,Thursday,07:00,EUR,German Inflation Rate MoM Prel,low,0.2%,
8,2021,Jan,28,Thursday,07:00,EUR,German Harmonised Inflation Rate MoM Prel,low,0.2%,
9,2021,Jan,28,Thursday,07:00,EUR,German Harmonised Inflation Rate YoY Prel,low,,
10,2021,Jan,28,Thursday,07:00,EUR,German Inflation Rate YoY Prel,med,,
11,2021,Jan,28,Thursday,07:30,CAD,Building Permits MoM,low,,
12,2021,Jan,28,Thursday,07:30,USD,Continuing Jobless Claims,low,"3,410.0k",
13,2021,Jan,28,Thursday,07:30,USD,Jobless Claims 4-week Average,med,,
14,2021,Jan,28,Thursday,07:30,USD,Initial Jobless Claims,med,715.0k,
15,2021,Jan,28,Thursday,07:30,CAD,Average Weekly Earnings YoY,low,,5.9%
16,2021,Jan,28,Thursday,07:30,USD,GDP Price Index QoQ Adv,med,,3.3%
17,2021,Jan,28,Thursday,07:30,USD,GDP Growth Rate QoQ Adv,med,3.4%,33.4%
18,2021,Jan,28,Thursday,07:30,USD,Goods Trade Balance Adv,med,-86.0B,-84.82B
19,2021,Jan,28,Thursday,07:30,USD,Wholesale Inventories MoM Adv,med,0.2%,
20,2021,Jan,28,Thursday,07:30,USD,PCE Prices QoQ Adv,low,,4.0
21,2021,Jan,28,Thursday,07:30,USD,Core PCE Prices QoQ Adv,low,,4.0
22,2021,Jan,28,Thursday,09:00,USD,New Home Sales MoM,med,-1.5%,-11.0%
23,2021,Jan,28,Thursday,09:00,USD,New Home Sales,med,0.84M,0.84M*
24,2021,Jan,28,Thursday,09:00,USD,CB Leading Index MoM,low,,
25,2021,Jan,28,Thursday,09:30,USD,EIA Natural Gas Stocks Change,low,,
26,2021,Jan,28,Thursday,10:00,USD,Kansas Fed Manufacturing Index,low,15.0,12.0
27,2021,Jan,28,Thursday,12:00,USD,7-Year Note Auction,low,,
28,2021,Jan,28,Thursday,15:00,NZD,ANZ Roy Morgan Consumer Confidence,low,,112.0
29,2021,Jan,28,Thursday,17:30,JPY,Unemployment Rate,med,3.2%,2.9%
30,2021,Jan,28,Thursday,17:30,JPY,Jobs/applications ratio,low,1.02,1.06
31,2021,Jan,28,Thursday,17:30,JPY,Core CPI,low,-0.4%,
32,2021,Jan,28,Thursday,17:30,JPY,Tokyo CPI YoY,low,-0.4%,-1.3%
33,2021,Jan,28,Thursday,17:50,JPY,Industrial Production MoM Prel,med,-1.1%,
34,2021,Jan,28,Thursday,17:50,JPY,Industrial Production YoY Prel,low,1.0%,
35,2021,Jan,28,Thursday,17:50,JPY,BoJ Summary of Opinions,med,,
36,2021,Jan,28,Thursday,18:30,AUD,Westpac Leading Index MoM,low,,0.5%
37,2021,Jan,28,Thursday,18:30,AUD,Private Sector Credit YoY,low,,1.7%
38,2021,Jan,28,Thursday,18:30,AUD,Private Sector Credit MoM,low,,0.1%
39,2021,Jan,28,Thursday,18:30,AUD,PPI QoQ,med,,0.4%
40,2021,Jan,28,Thursday,18:30,AUD,PPI YoY,low,,-0.4%
41,2021,Jan,28,Thursday,23:00,JPY,Consumer Confidence,high,34.0,
42,2021,Jan,28,Thursday,23:00,JPY,Housing Starts YoY,med,-2.0%,-3.7%
43,2021,Jan,28,Thursday,23:00,JPY,Construction Orders YoY,low,-7.6%,-4.7%
0,2021,Jan,29,Friday,00:30,EUR,French GDP Growth Rate QoQ Prel,med,-3.2%,18.7%
1,2021,Jan,29,Friday,01:00,EUR,German Import Prices MoM,low,0.3%,0.5%
2,2021,Jan,29,Friday,01:00,EUR,German Germany Import Price Index,low,-3.7%,-3.8%
3,2021,Jan,29,Friday,01:00,EUR,German Wholesale Price Index,med,4.6%,
4,2021,Jan,29,Friday,01:00,GBP,Nationwide Housing Prices YoY,med,7.8%,7.3%
